8.533289312879999634e+05;5.383688840153000318e+06
8.538310146210000385e+05;5.385447418584999628e+06
8.546745146210000385e+05;5.384543006819999777e+06
8.529172229539999971e+05;5.383769232309999876e+06
8.523749729539999971e+05;5.384342026428000070e+06
8.536100979539999971e+05;5.383909918584999628e+06
8.528268479539999971e+05;5.384040555839999579e+06
8.529473479539999971e+05;5.383930016623999923e+06
8.542427229539999971e+05;5.384281732309999876e+06
8.532285146210000385e+05;5.385025359760999680e+06
8.540920979539999971e+05;5.384110898977000266e+06
8.539515146210000385e+05;5.384914820546000265e+06
8.528971396210000385e+05;5.384774134270999581e+06
8.532285146210000385e+05;5.383990310742000118e+06
8.531280979539999971e+05;5.383859673487000167e+06
8.528569729539999971e+05;5.384432467604000121e+06
8.531080146210000385e+05;5.384934918584999628e+06
8.534293479539999971e+05;5.383849624467000365e+06
8.541523479539999971e+05;5.384211389173000120e+06
